Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.8,73.9,74.9,76,77,78.1,79.1,80.2,81.4,82.5,87.1,87.8,88.6,89.3,90.1,91,91.8,92.7,93.4,93.9,94.5,94.9,95,95.6,..
Pakistan,PAK,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,62.6,63.9,65.3,66.7,68,69.4,70.8,72.2,73.7,75.2,82.1,82.9,83.8,84.8,85.8,86.9,88,89.1,90.1,90.7,91.5,91.9,93,92.8,..
Pakistan,PAK,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,93.6,93.9,94.1,94.3,94.6,94.9,95.2,95.5,95.8,96.2,96.5,96.9,97.3,97.6,97.9,98.2,98.5,98.8,99.1,99.3,99.6,99.9,100,100,..
Pakistan,PAK,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0.353808209524928,0.393483363247273,0.305135792032125,0.244958554991958,0.204370014831424,0.137777825246451,0.138474540030342,0.142168699888147,0.123340901152637,0.121648122319284,0.0932361417189354,0.100956988116521,0.0634590377113134,0.150851300972366,0.135529218230082,0.132976333806537,0.505414577646744,8.31143307662424,12.2725256941905,19.3433277974774,19.4783432555114,16.2150658780083,15.9069207576433,..,..
Pakistan,PAK,Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,25.2422338363967,26.1507662570758,29.5241995138962,33.3341581096128,29.9793294327856,32.9620096337673,32.5343895410994,30.0090946153605,30.3265805099546,29.4608681061694,33.7038057297847,29.9894836470712,31.0605981794538,30.6247357700142,30.3529367779564,31.1173605994717,26.0669188339827,21.2718145600524,21.2703550116314,25.1245567574846,23.7198976200914,20.4713172472068,20.0429400633106,..,..
Pakistan,PAK,Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,31.974866404369,34.3158912053017,35.6731480503012,48.5129283681801,50.7678473414381,44.0953123498062,36.4625864193131,34.416324311893,32.3939049947607,29.4461864362344,27.4188421766401,29.0777158481439,28.2091027308192,25.6255044390638,26.5001682431675,31.4480044565042,33.5533722653751,37.4802897689618,44.6864958648108,34.4270389155707,34.9788593973161,30.4616154977623,27.1864999218745,..,..
Pakistan,PAK,Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,2.93176346232897,3.16305398315615,2.29842544647575,2.1774093777063,3.26408109402189,2.6530241698619,2.32963049698105,3.21656683496932,1.76606706252183,3.03491091372422,3.62349550771317,5.53685981701546,4.73654096228869,4.89065682770283,5.4249074662579,4.13754065661557,5.66890485408584,7.52607082733457,7.70942418560503,8.09057857174918,6.60802918675849,12.0013770225018,15.5747429093918,..,..
Pakistan,PAK,Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,39.4973280873804,35.9768051912191,32.1990911972947,15.7305455895088,15.784372116923,20.1518760213182,28.534919002576,32.215845537889,35.3901065316102,37.9363864215527,35.1606204441431,35.294983699653,35.9302990897269,38.3267996464122,36.8368415149363,31.7723588923431,32.0444181657663,22.4723295017406,10.4192762835425,9.90843395125454,12.1583211957521,16.9730541733171,16.5886376657272,..,..
Pakistan,PAK,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,71.8260027012743,70.6861797597681,68.177375039628,64.4884325126809,66.7565894731925,64.3849661963708,65.1359799619195,66.7743385496702,67.9073524275236,67.5042209801063,62.6726987625021,64.4736565359133,64.2028608582575,64.1031553864484,63.4725389763338,63.3533396826538,66.1032050087881,68.2640523473266,67.3782978425438,63.6788006643027,66.6155238485796,63.6497355490877,59.682058345245,..,..
Pakistan,PAK,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.28849315872923,0.426287449951677,-0.587234492232907,-0.898812322157615,2.62865384390802,-1.5116577128881,0.575249712359871,3.11348407396954,2.48012355920363,1.63004289145002,-0.261484997457196,3.45980649910611,1.12203901170351,1.18652715323418,2.21808053239616,2.01272260058581,4.63535634157602,6.41370537108557,7.59973080424178,6.63890509747595,8.52049719303704,7.80949519606923,..,..,..
Pakistan,PAK,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2239990000,308760000,-444560000,-726510000,2250890000,-1415350000,564970000,2978390000,2272190000,1554360000,-246800000,3289930000,1078560000,1234890000,2373080000,2240120000,5722950000,8419720000,9768010000,8874490000,12050880000,12476840000,..,..,..
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,28.530726995126,26.5770537070275,28.9369650216633,32.4353457874552,32.6079832766936,31.4503519208792,33.1096392534593,33.12257868933,32.8067040691582,31.0909109976195,33.4423207323275,33.4492901461773,32.1826371911573,31.8112629232484,32.5710173103526,33.1300832000575,30.7022751755587,27.685519931138,28.8700858158732,31.7634618549606,32.2403948131284,28.2808124432761,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
